Fecha de inicio,Fecha de finalización,Tipo de respuesta,Dirección IP,Progreso,Duración (en segundos),Finalizado,Fecha registrada,ID de respuesta,Apellido del destinatario,Nombre del destinatario,Correo electrónico del destinatario,Referencia a datos externos,Latitud de la ubicación,Longitud de la ubicación,Canal de la distribución,Idioma del usuario,1. Nivel socioeconómico al que usted pertenece,2. Situación laboral actual - Selected Choice,3. Ocupación para la que está capacitada,4. Ubicación geográfica - Selected Choice,4. Ubicación geográfica - Otra ciudad - Texto,5. ¿Qué porcentaje máximo de los ingresos mensuales familiares puede pagar a sus trabajadoras del  hogar?,6. Nivel de escolaridad,7. Identidad sexual con la que usted se reconoce​,8. Edad,"9. ¿Platica con sus vecinos, familiares o amigos sobre las condiciones laborales de sus trabajadoras del hogar (salarios, horarios, tareas, desempeño, etc.)?",10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Selected Choice,11. ¿Quién define el salario y la contratación de las trabajadoras del hogar?,12. El salario que usted ofrece se encuentra:,13. ¿Cómo considera al salario que ofrece? (puede elegir una o más opciones),14. ¿Qué criterios considera más importantes para establecer que su empleada tiene un buen desempeño laboral? (puede elegir una o más opciones),15. Motivos por los que alguna vez ha tenido que despedir a  alguna empleada (puede elegir una o más opciones),16. ¿En qué condiciones considera pertinente ajustar los salarios?​ (puede elegir una o más opciones),17. ¿Qué tipo de decisiones toma la empleada al momento de establecer la relación laboral? (puede elegir una o más opciones),18. ¿Qué tan seguido realiza ajustes a los salarios? (puede elegir una o más opciones),19. ¿Qué suele hacer para conseguir a sus trabajadoras del hogar? (puede elegir una o más opciones),20. ¿Qué criterios son los más importantes al momento de contratar a una empleada? (puede elegir una o más opciones),21. ¿A qué tipo de recomendaciones le da más importancia? (puede elegir una o más opciones),22. ¿Qué tipo de empleo le ofrece a sus trabajadoras del hogar?,23. ¿Cuántas trabajadoras del hogar suele tener en casa al mismo tiempo? ​,24. ¿Ofrece algún tipo de prestación laboral? (puede elegir una o más opciones),25. ¿Considera usted que las prestaciones del IMSS (servicios médicos y pensión laboral) son convenientes para sus trabajadoras del hogar? (puede elegir una o más opciones),26. ¿Bajo qué condiciones estaría dispuesta a registrar a su empleada en el IMSS? (puede elegir una o más opciones)
StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q1.3,Q1.4,Q1.4_5_TEXT,Q1.5,Q1.6,Q1.7,Q1.8,Q2.1,Q2.2,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.1,Q5.2,Q5.3
14/04/2023 08:51,14/04/2023 08:55,0,187.190.193.22,100,250,1,14/04/2023 08:55,R_PB4utjjGnfiZGYV,,,,,19.4326,-99.1332,anonymous,ES,3,4,2,1,,1,5,1,1,1,6,3,2,"1,2,4","1,2,3,5,7","1,2,3,4","4,5","1,4",3,1,"2,4,6",1,4,1,"1,7,9",4,"1,4"
14/04/2023 08:54,14/04/2023 09:03,0,201.172.42.134,100,516,1,14/04/2023 09:03,R_3QEqgsNyQn32DR1,,,,,25.6554,-100.3258,anonymous,ES,2,4,1,3,,1,5,2,3,3,"2,3",1,2,2,"1,2","2,3","2,4","1,3",2,"1,2","2,6","1,6",1,1,"1,2,5,6,7,8",1,"1,5"
14/04/2023 09:02,14/04/2023 09:09,0,189.232.56.128,100,442,1,14/04/2023 09:09,R_27fBKVTn8zPlgH6,,,,,19.4768,-99.2623,anonymous,ES,3,2,2,1,,1,4,2,5,4,2,1,2,1,2,2,4,3,1,2,2,1,4,1,10,3,9
14/04/2023 09:03,14/04/2023 09:14,0,201.108.10.170,100,665,1,14/04/2023 09:14,R_O8LPyonUlqgcIBX,,,,,19.5645,-96.9314,anonymous,ES,4,3,2,5,Veracruz ,1,4,2,5,3,2,1,1,4,1,1,1,4,5,2,1,1,4,1,"1,5",3,4
14/04/2023 09:06,14/04/2023 09:14,0,200.68.141.10,100,434,1,14/04/2023 09:14,R_3P5A41mKORvkYVE,,,,,25.6641,-100.3178,anonymous,ES,1,5,2,3,,1,5,2,2,4,2,1,2,"1,2,3,4","1,2,5,7","2,3","1,3","1,3","1,3",1,"1,2,4,6","1,3,6",1,2,"1,2,5,6,7,8",2,"1,2,4,6,7,8,9"
14/04/2023 09:17,14/04/2023 09:23,0,189.131.85.229,100,344,1,14/04/2023 09:23,R_24HhK6NKagP5PP5,,,,,19.4326,-99.1332,anonymous,ES,2,3,1,1,,2,4,2,5,4,4,1,3,1,"1,2,3,5,6",2,2,"1,2,3",1,1,"2,4,5,6",1,1,1,"1,2,5,6,7,8",1,"5,6,9"
14/04/2023 09:18,14/04/2023 09:33,0,200.68.159.72,100,916,1,14/04/2023 09:33,R_d4Fz5N3dJoA5AJP,,,,,19.4326,-99.1332,anonymous,ES,3,4,2,1,,4,4,1,2,3,7,1,2,1,"1,3,5",3,"2,4","1,2",1,1,2,1,4,1,"1,4",4,10
14/04/2023 09:18,14/04/2023 09:26,0,200.68.170.91,100,429,1,14/04/2023 09:26,R_1ooObZhY8X5NGEc,,,,,19.0359,-98.2279,anonymous,ES,4,4,1,4,,2,4,1,3,1,4,3,2,1,2,1,2,3,1,1,2,1,4,1,1,4,9
14/04/2023 09:25,14/04/2023 09:34,0,189.217.199.86,100,537,1,14/04/2023 09:34,R_3QD97OyHcjJlOGZ,,,,,19.2833,-99.1828,anonymous,ES,2,3,2,1,,5,4,2,5,4,7,1,2,"1,3","1,2,3,4,5,6",5,2,1,3,1,2,1,4,1,"1,4,5,6",4,10
14/04/2023 09:27,14/04/2023 09:37,0,187.168.191.228,100,603,1,14/04/2023 09:37,R_2aqXjnrJarGYFD3,,,,,19.278,-99.1756,anonymous,ES,3,7,2,1,,2,5,2,5,1,6,4,1,1,"1,2,3,4,5,6,7","2,3",2,3,1,"1,2","1,2,4","1,3",1,2,"1,2,5,6,7","1,2,3","4,9"
14/04/2023 09:37,14/04/2023 09:42,0,189.216.191.253,100,293,1,14/04/2023 09:42,R_us5TakkXClQZ6Mh,,,,,19.6615,-99.2348,anonymous,ES,2,4,2,1,,1,5,2,2,3,"2,5",1,2,1,"1,2,3,4,5",5,4,1,1,1,"2,4",1,4,1,"1,5,8",4,1
14/04/2023 09:39,14/04/2023 09:58,0,187.168.243.225,100,1126,1,14/04/2023 09:58,R_26hviqO0qULCTNs,,,,,19.2751,-99.1931,anonymous,ES,2,4,1,1,,5,5,1,5,4,5,1,2,"1,2,3,4","1,2,3,4,5,6,7",5,"2,4",3,1,"1,2","2,4,6",1,2,1,"2,4,5,6,7,8","1,4",10
14/04/2023 09:41,14/04/2023 13:41,0,189.131.110.197,100,14426,1,14/04/2023 13:41,R_uew1m6MvTFW5ymd,,,,,19.3496,-99.2097,anonymous,ES,2,8,1,1,,4,4,2,5,3,2,1,2,4,"1,3",1,"2,4","2,4",3,1,2,1,4,1,"1,5",4,7
14/04/2023 09:48,14/04/2023 09:52,0,187.189.172.228,100,285,1,14/04/2023 09:52,R_2zeg7ZJdXJk6qrG,,,,,19.5058,-99.1158,anonymous,ES,2,5,1,4,,3,5,2,2,4,4,3,2,1,1,5,4,3,1,1,2,1,3,1,"1,3,5,6,7",4,"1,4,5,9"
14/04/2023 09:53,14/04/2023 09:59,0,189.147.148.230,100,368,1,14/04/2023 09:59,R_1n2chTZ7CDGpl0l,,,,,19.4326,-99.1332,anonymous,ES,1,6,1,1,,2,5,1,2,3,2,3,2,1,7,3,4,3,3,"1,2","2,4",1,5,2,"1,2,4,5,6,7,8","1,4",10
14/04/2023 10:10,14/04/2023 10:15,0,187.217.54.6,100,319,1,14/04/2023 10:15,R_2En7QpJ1dEekSTu,,,,,19.4326,-99.1332,anonymous,ES,1,4,2,1,,2,5,1,3,3,4,1,2,1,"1,7",3,4,1,3,1,"4,6","1,6",1,1,"1,2,5,6,8",4,"1,4"
14/04/2023 10:24,14/04/2023 10:37,0,189.203.45.186,100,806,1,14/04/2023 10:37,R_2EzsNmWyyKr4yms,,,,,19.4326,-99.1332,anonymous,ES,2,2,3,1,,2,3,2,4,4,3,3,3,1,"1,2",4,2,"3,4",1,1,"2,6",1,4,1,"1,5,7,8",3,"1,4"
14/04/2023 10:28,14/04/2023 10:38,0,189.146.202.114,100,599,1,14/04/2023 10:38,R_1OV5zYL1fLgHXEw,,,,,19.4357,-99.144,anonymous,ES,2,5,1,1,,5,5,2,5,3,3,1,3,2,"1,2,3,4,5,6,7",3,"2,4",1,1,1,"2,4","1,5",1,1,"5,6,7,8",4,"3,9,10"
14/04/2023 10:44,14/04/2023 10:52,0,107.77.230.78,100,489,1,14/04/2023 10:52,R_3GvPp06DbZJRl4r,,,,,33.9889,-118.153,anonymous,ES,3,5,1,5,Tijuana ,5,4,2,3,3,4,1,2,"2,3,4","1,3,6",5,4,1,3,1,"2,5",1,3,1,"1,5,8",3,"1,9"
14/04/2023 10:57,14/04/2023 11:04,0,177.231.24.99,100,427,1,14/04/2023 11:04,R_3GddGg0OzLbe6Xx,,,,,19.0436,-98.1981,anonymous,ES,3,4,2,4,,2,4,2,1,2,"1,6",1,3,4,"1,2,5",1,5,3,2,1,"2,4","1,6",4,1,10,4,"1,2,6,9"
14/04/2023 10:58,14/04/2023 11:10,0,189.183.30.45,100,719,1,14/04/2023 11:10,R_3dMndyymvNklFhA,,,,,18.4613,-97.445,anonymous,ES,3,2,1,4,,1,5,2,3,4,"2,3,6",3,2,4,"1,2,5,6","1,4","2,4","1,2,3,4",1,1,"2,4","1,3,6",4,1,"1,3,6,7",3,"1,4,10"
14/04/2023 11:38,14/04/2023 11:44,0,200.68.170.112,100,349,1,14/04/2023 11:44,R_1dGZrpszBaRPHQL,,,,,19.0359,-98.2279,anonymous,ES,2,5,1,4,,5,4,2,1,3,2,3,2,2,"2,7",2,4,3,3,2,"2,4,6","1,5",1,1,"1,2,6,7,8,9",1,7
14/04/2023 13:38,14/04/2023 13:43,0,200.4.82.1,100,324,1,14/04/2023 13:43,R_2E3KLioVtkzP9fC,,,,,19.4326,-99.1332,anonymous,ES,3,4,1,1,,2,5,1,3,4,2,3,2,1,"2,3",5,2,3,2,1,"2,4","1,3",4,1,"3,5",1,"1,4,7,8"
14/04/2023 13:48,14/04/2023 14:00,0,201.145.125.252,100,722,1,14/04/2023 14:00,R_3EbeYBLxv4e5s59,,,,,19.6615,-99.2348,anonymous,ES,3,8,2,1,,1,4,1,1,3,"3,4,5",4,2,1,"1,2,3,5",1,2,"3,4",3,1,2,1,4,1,10,4,"1,8"
14/04/2023 13:54,14/04/2023 14:09,0,201.145.125.252,100,889,1,14/04/2023 14:09,R_31ufNyjcT9sn27n,,,,,19.6615,-99.2348,anonymous,ES,2,4,2,1,,1,4,2,3,1,"2,6",3,2,4,"1,2",1,4,"2,3",3,1,"2,4","1,5",4,1,10,3,"4,9"
14/04/2023 14:45,14/04/2023 14:48,0,187.189.145.134,100,221,1,14/04/2023 14:48,R_2YfDT6pyXfg2Hgd,,,,,19.4326,-99.1332,anonymous,ES,2,5,1,5,Cuernavaca,2,5,2,3,1,5,1,2,1,"1,2,3,4",3,4,"2,4",5,"1,2","2,6","1,5",4,1,"1,5,6,8",4,"1,3,9"
14/04/2023 15:24,14/04/2023 15:33,0,200.68.173.191,100,531,1,14/04/2023 15:33,R_24wy3f6jYwF0m6x,,,,,19.4326,-99.1332,anonymous,ES,2,4,1,1,,2,5,2,2,4,"5,7",1,2,2,1,"2,3",2,"3,4",1,"1,2","2,6","1,5",4,1,"5,6,8",4,"1,9"
14/04/2023 15:51,14/04/2023 15:59,0,200.68.169.184,100,480,1,14/04/2023 15:59,R_1F5SUfXDCu5n3Qe,,,,,19.0439,-98.1984,anonymous,ES,2,3,1,4,,1,5,1,5,1,4,3,2,1,"1,3,5",2,4,1,1,1,"2,5",1,5,1,"5,6,8",4,10
14/04/2023 16:14,14/04/2023 16:22,0,187.130.117.1,100,483,1,14/04/2023 16:22,R_2R9pDusqNNMElsa,,,,,17.983,-92.9135,anonymous,ES,2,1,1,4,,2,4,1,1,1,3,4,3,2,"1,2,7",2,5,"3,4",3,1,"2,4",1,3,1,"3,5",4,"3,4"
14/04/2023 16:24,14/04/2023 16:36,0,200.68.173.251,100,689,1,14/04/2023 16:36,R_Ua1xefJa6jtahLX,,,,,19.4326,-99.1332,anonymous,ES,2,4,2,1,,1,5,2,4,1,"1,4,7",1,2,1,"1,2,3",3,4,"1,4",1,1,2,1,4,1,"1,5",4,"1,8"
14/04/2023 16:25,14/04/2023 16:34,0,187.130.117.1,100,532,1,14/04/2023 16:34,R_1kZa4yykV9tDsdz,,,,,17.983,-92.9135,anonymous,ES,2,1,4,4,,2,4,1,1,4,1,1,3,"2,3,4","1,2,5,6,7","2,3",4,2,3,1,"2,4","1,3,6",4,1,5,1,"1,6,7"
14/04/2023 16:26,14/04/2023 16:44,0,201.141.107.239,100,1059,1,14/04/2023 16:44,R_PzcH9qR7dV15W0h,,,,,19.4326,-99.1332,anonymous,ES,2,3,1,1,,2,5,2,5,4,2,3,3,3,"1,2,3,7",5,4,3,1,1,"2,4","1,6",4,2,"1,5,6",2,3
14/04/2023 16:27,14/04/2023 16:35,0,187.207.124.87,100,486,1,14/04/2023 16:35,R_241y3tbj2zWIM6I,,,,,19.4326,-99.1332,anonymous,ES,2,5,2,1,,5,5,2,5,1,7,1,2,3,7,5,4,4,3,2,6,1,4,1,"1,2,3,5,6,7,8,9",4,10
14/04/2023 16:27,14/04/2023 16:42,0,187.201.235.149,100,875,1,14/04/2023 16:42,R_uly8sCJOdiKetrj,,,,,20.6326,-103.4122,anonymous,ES,2,2,4,2,,2,3,2,5,4,1,3,3,4,"1,2,3,4,5,6,7",2,2,4,1,"1,2,3","2,6","1,3,6",2,1,"3,5,6,7,8",1,"3,4,6"
14/04/2023 16:39,14/04/2023 16:44,0,187.214.174.34,100,344,1,14/04/2023 16:44,R_2v1vRBJ7u2poL5g,,,,,18.9368,-99.2373,anonymous,ES,2,5,1,5,Cuernavaca ,2,4,1,4,3,2,3,2,1,1,5,4,3,2,1,2,1,2,1,1,2,4
14/04/2023 16:56,14/04/2023 17:10,0,187.214.174.34,100,828,1,14/04/2023 17:10,R_a9LmVb4sihykpy1,,,,,18.9368,-99.2373,anonymous,ES,2,5,2,5,Cuernavaca Morelos,5,5,2,3,4,5,1,2,1,7,2,2,"1,2,4",3,1,"2,4,6","1,3,6",2,1,"1,5,6","4,5",10
14/04/2023 17:41,14/04/2023 17:52,0,189.223.1.103,100,629,1,14/04/2023 17:52,R_2rOg68joALbUzzx,,,,,32.5114,-117.0115,anonymous,ES,2,6,4,5,Tijuana ,2,3,2,4,1,1,1,2,1,"1,7",3,1,1,1,1,2,"1,6",2,1,"1,5,7,8",1,1
14/04/2023 17:44,14/04/2023 17:52,0,187.130.117.1,100,492,1,14/04/2023 17:52,R_3JEtHtqb1rKfrmz,,,,,17.983,-92.9135,anonymous,ES,2,1,3,4,,2,4,2,1,3,"2,3,5",4,2,"2,4","1,2,3,5,7","2,4",2,"1,4",1,1,"2,4,5","1,5,6",4,1,"1,3,5",3,9
14/04/2023 18:20,14/04/2023 18:27,0,189.130.209.154,100,387,1,14/04/2023 18:27,R_1LhbvrqUP8Ab8xL,,,,,19.4036,-99.0971,anonymous,ES,3,4,2,1,,1,4,2,4,3,2,1,3,4,1,2,2,1,3,1,"2,4,5,6",1,4,1,"1,5,7",4,"5,9"
14/04/2023 18:42,14/04/2023 18:46,0,189.161.91.62,100,233,1,14/04/2023 18:46,R_2fdLhi944qkrMMH,,,,,19.1264,-98.2303,anonymous,ES,4,5,2,4,,3,5,2,4,1,1,1,2,1,"1,2,3",2,2,3,1,1,2,1,4,1,8,3,"1,9"
14/04/2023 18:48,14/04/2023 18:59,0,187.232.167.175,100,649,1,14/04/2023 18:59,R_2uCVU2duRnD5hJH,,,,,21.9419,-102.2756,anonymous,ES,2,3,1,5,Aguascalientes ,1,5,2,4,3,7,1,2,1,"1,2",5,2,"3,4",1,"1,3",2,"1,3",4,1,"5,6",5,6
14/04/2023 19:57,14/04/2023 20:05,0,187.250.91.82,100,446,1,14/04/2023 20:05,R_1WT95mtA5REdgiJ,,,,,32.4557,-117.0004,anonymous,ES,2,3,1,5,,3,3,2,5,4,"1,2",1,2,1,2,2,2,3,1,1,2,"1,6",4,1,"1,3,5","1,5",5
14/04/2023 21:52,14/04/2023 21:59,0,189.217.96.60,100,436,1,14/04/2023 21:59,R_3QRaj12BSvprpcj,,,,,19.6014,-99.07,anonymous,ES,2,3,2,1,,2,4,1,5,4,1,2,2,1,1,5,4,4,1,1,2,1,3,1,"1,5,7,8",4,3
14/04/2023 21:57,14/04/2023 22:02,0,189.229.247.98,100,309,1,14/04/2023 22:02,R_22RZ837ZoSaVIBH,,,,,19.4846,-99.1091,anonymous,ES,3,4,2,1,,1,5,2,2,3,"3,6",3,2,2,"1,2,3,5,6",5,"2,4","3,4",1,"1,2","2,4",1,4,1,"3,5",4,"1,7,9"
14/04/2023 22:39,14/04/2023 22:46,0,200.68.170.219,100,414,1,14/04/2023 22:46,R_2YlcefNhAiAgq8x,,,,,19.0359,-98.2279,anonymous,ES,3,5,2,1,,5,4,2,2,4,6,1,3,"2,4","2,5",5,2,3,2,1,2,"1,5",4,1,"1,2,3",4,3
14/04/2023 22:49,14/04/2023 22:58,0,189.131.200.171,100,524,1,14/04/2023 22:58,R_6gIVa7S8bUeznnb,,,,,19.3698,-99.2074,anonymous,ES,2,3,1,1,,1,5,1,5,3,4,3,2,1,"1,2","2,4",4,1,1,4,"2,6",4,3,1,"1,7,9",4,3
15/04/2023 02:28,15/04/2023 02:33,0,46.230.132.142,100,253,1,15/04/2023 02:33,R_XziczbFzsAcBhDP,,,,,59.9452,10.7559,anonymous,ES,2,4,2,1,,3,5,1,2,1,"3,5,6",1,2,1,"1,5,6",4,2,"1,3",1,2,"4,6",1,2,1,5,3,2
15/04/2023 06:48,15/04/2023 06:57,0,201.175.223.126,100,561,1,15/04/2023 06:57,R_1iaHuLju4RpRAPe,,,,,19.3458,-99.088,anonymous,ES,2,4,2,1,,4,5,2,2,3,2,3,2,1,"1,2",5,1,1,3,"1,2",2,"1,3",5,2,"1,2,4,5,6,7,8",1,3
15/04/2023 07:08,15/04/2023 07:16,0,189.161.7.207,100,474,1,15/04/2023 07:16,R_325YPzu39YHumPG,,,,,19.0631,-98.2217,anonymous,ES,2,6,1,4,,5,5,2,5,3,6,1,2,2,"1,7",2,4,3,3,1,2,1,3,1,"1,5,6,8",3,"7,9"
15/04/2023 07:12,15/04/2023 07:20,0,187.189.173.51,100,461,1,15/04/2023 07:20,R_1E7eoSxfHuKEVAo,,,,,19.4326,-99.1332,anonymous,ES,3,5,2,4,,2,4,2,2,3,6,1,2,4,"1,2",3,5,2,1,1,"3,4",1,4,1,"1,5,8",3,"1,4"
15/04/2023 07:15,15/04/2023 07:20,0,187.190.163.23,100,249,1,15/04/2023 07:20,R_2t3ASr810FFz3MT,,,,,19.4326,-99.1332,anonymous,ES,2,2,2,4,,1,4,2,3,3,1,3,3,3,2,1,2,3,1,1,2,6,4,1,10,3,9
15/04/2023 07:16,15/04/2023 07:30,0,177.242.59.46,100,860,1,15/04/2023 07:30,R_2dtrLuaAsQbvtme,,,,,19.0631,-98.2217,anonymous,ES,2,2,2,4,,1,5,2,5,3,"2,3",3,3,1,"1,2,5",5,4,3,3,"1,2","2,4",1,3,1,"3,5,6",4,9
15/04/2023 07:20,15/04/2023 07:27,0,187.189.40.77,100,413,1,15/04/2023 07:27,R_2sTP0VKYo5rzH9j,,,,,25.6554,-100.3258,anonymous,ES,2,4,3,3,,1,3,2,4,1,1,1,2,2,"1,2,3,6","1,3",4,"1,3,4",1,"1,2,5","2,4","1,6",4,1,"1,5,8","3,4,5","6,8,9"
15/04/2023 07:40,15/04/2023 07:52,0,189.190.241.57,100,718,1,15/04/2023 07:52,R_3iWriG7T9SZDryx,,,,,19.0348,-98.2172,anonymous,ES,4,3,2,4,,4,5,2,5,3,2,1,2,1,"1,2,3,5,7",3,4,"1,3",1,1,2,"1,5",3,1,"1,5,6,8",3,10
15/04/2023 08:13,15/04/2023 08:27,0,189.190.89.72,100,884,1,15/04/2023 08:27,R_2X6yI9afw3kk3fZ,,,,,19.0348,-98.2172,anonymous,ES,2,2,2,4,,2,5,2,3,3,"1,2,4",1,2,"1,3","1,2,3,4,5,6,7","2,3",4,"1,3",3,1,"2,5,6",1,3,1,"1,3,5,8",3,"1,4,7,8"
15/04/2023 08:24,15/04/2023 08:30,0,187.190.79.91,100,340,1,15/04/2023 08:30,R_1gqN2rDDln33qBI,,,,,25.6554,-100.3258,anonymous,ES,2,4,1,3,,1,5,2,1,3,"1,2",3,2,"1,4","1,5,6","2,3","2,4","2,4",3,"1,2",2,"1,2,5",4,1,10,4,"1,10"
15/04/2023 08:35,15/04/2023 08:51,0,187.250.211.77,100,935,1,15/04/2023 08:51,R_OOwECEueMn282TD,,,,,32.509,-116.8726,anonymous,ES,2,4,2,5,Tijuana ,1,4,2,3,4,"1,2,6",3,3,4,"1,2,3,5",5,3,3,3,2,"2,4",1,5,1,1,3,1
15/04/2023 08:50,15/04/2023 09:00,0,187.191.42.192,100,606,1,15/04/2023 09:00,R_1d0Pwr6CzAnsG6y,,,,,19.4326,-99.1332,anonymous,ES,2,5,2,4,,3,4,2,4,4,"1,6",1,2,4,"1,2","2,3",4,"2,4",1,3,"2,4",1,4,1,"1,5",3,1
15/04/2023 09:05,15/04/2023 09:12,0,187.169.226.70,100,429,1,15/04/2023 09:12,R_3F4XdOtETePY5F6,,,,,19.4036,-99.0971,anonymous,ES,3,3,2,1,,5,5,2,5,1,7,1,3,4,"1,7",5,4,2,3,1,"2,6",1,4,1,"5,6,8",3,9
15/04/2023 09:05,15/04/2023 09:28,0,138.186.31.54,100,1384,1,15/04/2023 09:28,R_2bNWxrbBdiLtxpS,,,,,19.4326,-99.1332,anonymous,ES,2,9,2,4,,1,4,2,5,1,7,1,2,2,7,"1,4",5,"2,3",3,"2,4","2,4",3,4,1,"3,8",3,"4,9"
15/04/2023 09:08,15/04/2023 09:16,0,187.191.16.73,100,495,1,15/04/2023 09:16,R_2wgZj4cZnHRebog,,,,,19.4968,-99.1088,anonymous,ES,2,2,2,4,,1,4,2,5,1,2,1,2,4,7,2,1,"1,3",4,1,2,1,4,1,1,3,1
15/04/2023 09:32,15/04/2023 09:42,0,200.68.162.165,100,576,1,15/04/2023 09:42,R_CazmIjO10b7qS3L,,,,,32.4041,-116.8198,anonymous,ES,2,6,1,5,Tijuana,1,4,2,4,3,2,3,2,"2,4",1,2,5,"3,4",3,1,2,1,3,1,"1,5",2,"1,9"
15/04/2023 09:36,15/04/2023 09:41,0,189.203.13.183,100,335,1,15/04/2023 09:41,R_24xbJ2jZ2Kv2xMJ,,,,,19.4326,-99.1332,anonymous,ES,2,5,2,4,,4,4,2,2,3,6,1,2,1,1,2,4,3,2,1,5,"1,6",5,1,"1,4,5,6,7,8",4,3
15/04/2023 09:44,15/04/2023 09:52,0,200.68.164.55,100,493,1,15/04/2023 09:52,R_3I9r6N7ruQPmAq0,,,,,25.6554,-100.3258,anonymous,ES,2,5,2,4,,3,4,2,2,3,2,1,2,4,1,2,2,3,1,2,"2,4",1,2,1,"1,3,6",1,1
15/04/2023 09:44,15/04/2023 09:52,0,189.128.229.236,100,512,1,15/04/2023 09:52,R_3PpgpETEBsG3aRP,,,,,20.85,-99.85,anonymous,ES,2,6,1,5,Queretaro,1,4,2,4,3,"1,2",1,2,2,"1,2,4","1,2,3",4,"2,4",3,1,2,"1,6",4,1,1,"3,5",9
15/04/2023 09:56,15/04/2023 10:02,0,189.203.12.200,100,353,1,15/04/2023 10:02,R_1r1xWBAZiSsz3n4,,,,,19.4326,-99.1332,anonymous,ES,2,5,2,4,,2,4,2,2,1,2,1,2,2,"1,2,4,5,6","2,3",2,"1,4",3,1,"2,4,5,6","1,2,3,6",4,1,10,2,"1,2,4,6,8"
15/04/2023 10:08,15/04/2023 10:26,0,187.189.242.138,100,1093,1,15/04/2023 10:26,R_24HmCcdm1Iz8Dua,,,,,19.4326,-99.1332,anonymous,ES,2,2,7,4,,3,4,2,5,4,6,3,2,1,"1,5",2,4,3,1,1,"2,5",1,2,1,"1,2,3,4,5,6,7,8,9",4,3
15/04/2023 11:57,15/04/2023 12:05,0,200.68.170.93,100,508,1,15/04/2023 12:05,R_2dEbuNSAo2akdPH,,,,,19.0359,-98.2279,anonymous,ES,1,4,2,1,,2,5,1,3,3,"2,4",1,2,2,"1,2,7",3,4,3,3,1,2,1,3,1,"1,4,5,6,8",4,3
15/04/2023 12:26,15/04/2023 12:41,0,187.189.212.146,100,885,1,15/04/2023 12:41,R_2tJX9Kokdbirzx1,,,,,19.6132,-99.0545,anonymous,ES,3,3,7,4,,4,5,2,5,3,2,1,2,"1,4","1,2,3,5,6",5,4,"1,3",3,1,"1,2,4",1,2,1,"2,5,7,8","1,3",10
15/04/2023 14:03,15/04/2023 14:08,0,189.156.229.151,100,271,1,15/04/2023 14:08,R_5bgAKeKEPHtFqhj,,,,,19.0348,-98.2172,anonymous,ES,2,4,2,4,,4,4,1,1,3,"2,4",1,2,2,1,"2,3",4,"3,4","1,4",1,2,1,4,1,10,3,"2,4,5,6,9"
15/04/2023 14:06,15/04/2023 14:12,0,200.68.186.101,100,395,1,15/04/2023 14:12,R_2TBjHMyS3B4dtzE,,,,,19.4326,-99.1332,anonymous,ES,2,5,4,4,,1,5,2,4,4,"2,4",1,2,1,"1,7",2,"2,4",1,1,1,"1,2,6",1,2,1,"1,5,6,7,8,9",4,3
15/04/2023 14:32,15/04/2023 22:43,0,177.226.234.127,100,29503,1,15/04/2023 22:43,R_2zYHQp7gry7noyO,,,,,18.4605,-97.3628,anonymous,ES,2,5,4,4,,1,4,2,5,3,2,1,2,1,"1,2",2,4,3,3,1,"2,4",1,2,2,"1,5,6,8",4,6
15/04/2023 14:57,15/04/2023 15:02,0,189.156.231.229,100,304,1,15/04/2023 15:02,R_3Gwi8lwoSrxslO4,,,,,19.0348,-98.2172,anonymous,ES,2,4,1,1,,3,4,2,5,3,2,1,2,1,"1,2,5,6",3,1,1,3,1,"1,2,6",1,2,1,"1,5,6",4,10
15/04/2023 14:59,15/04/2023 15:06,0,189.147.28.117,100,463,1,15/04/2023 15:06,R_2wTDhSK3nKeDchR,,,,,19.3179,-99.1729,anonymous,ES,2,3,2,1,,5,5,1,5,3,"3,4",1,2,"1,3","1,3,5,7",5,"2,4","1,3",1,3,"2,6",1,4,1,"1,3,5,7,8,9",4,"1,3"
15/04/2023 15:25,15/04/2023 15:29,0,189.156.232.71,100,254,1,15/04/2023 15:29,R_3lLiVkkMfboJi0Z,,,,,19.1264,-98.2303,anonymous,ES,2,4,1,4,,3,5,2,4,1,2,1,2,"1,3","1,2,5,6,7",5,2,1,1,1,2,"1,5",3,1,"1,3,5,6,8",1,9
15/04/2023 17:42,15/04/2023 17:48,0,187.190.205.6,100,336,1,15/04/2023 17:48,R_10qR5KbqHn9VwES,,,,,20.6336,-103.4555,anonymous,ES,2,2,2,2,,3,4,2,2,1,5,3,2,3,1,2,4,3,2,1,2,1,5,2,"1,2,5,6,8",1,4
15/04/2023 17:48,15/04/2023 17:57,0,187.213.97.247,100,538,1,15/04/2023 17:57,R_3GBcuT7j1wEJ7Z1,,,,,20.7495,-103.4651,anonymous,ES,2,4,2,2,,3,5,1,3,3,2,2,2,2,1,5,4,1,3,1,2,1,4,1,5,4,1
