Fecha de inicio,Fecha de finalización,Tipo de respuesta,Dirección IP,Progreso,Duración (en segundos),Finalizado,Fecha registrada,ID de respuesta,Apellido del destinatario,Nombre del destinatario,Correo electrónico del destinatario,Referencia a datos externos,Latitud de la ubicación,Longitud de la ubicación,Canal de la distribución,Idioma del usuario,1. Nivel socioeconómico al que usted pertenece,2. Situación laboral actual - Selected Choice,3. Ocupación para la que está capacitada,4. Ubicación geográfica - Selected Choice,4. Ubicación geográfica - Otra ciudad - Texto,5. ¿Qué porcentaje máximo de los ingresos mensuales familiares puede pagar a sus trabajadoras del  hogar?,6. Nivel de escolaridad,7. Identidad sexual con la que usted se reconoce​,8. Edad,"9. ¿Platica con sus vecinos, familiares o amigos sobre las condiciones laborales de sus trabajadoras del hogar (salarios, horarios, tareas, desempeño, etc.)?",10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Selected Choice,11. ¿Quién define el salario y la contratación de las trabajadoras del hogar?,12. El salario que usted ofrece se encuentra:,13. ¿Cómo considera al salario que ofrece? (puede elegir una o más opciones),14. ¿Qué criterios considera más importantes para establecer que su empleada tiene un buen desempeño laboral? (puede elegir una o más opciones),15. Motivos por los que alguna vez ha tenido que despedir a  alguna empleada (puede elegir una o más opciones),16. ¿En qué condiciones considera pertinente ajustar los salarios?​ (puede elegir una o más opciones),17. ¿Qué tipo de decisiones toma la empleada al momento de establecer la relación laboral? (puede elegir una o más opciones),18. ¿Qué tan seguido realiza ajustes a los salarios? (puede elegir una o más opciones),19. ¿Qué suele hacer para conseguir a sus trabajadoras del hogar? (puede elegir una o más opciones),20. ¿Qué criterios son los más importantes al momento de contratar a una empleada? (puede elegir una o más opciones),21. ¿A qué tipo de recomendaciones le da más importancia? (puede elegir una o más opciones),22. ¿Qué tipo de empleo le ofrece a sus trabajadoras del hogar?,23. ¿Cuántas trabajadoras del hogar suele tener en casa al mismo tiempo? ​,24. ¿Ofrece algún tipo de prestación laboral? (puede elegir una o más opciones),25. ¿Considera usted que las prestaciones del IMSS (servicios médicos y pensión laboral) son convenientes para sus trabajadoras del hogar? (puede elegir una o más opciones),26. ¿Bajo qué condiciones estaría dispuesta a registrar a su empleada en el IMSS? (puede elegir una o más opciones)
StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q1.3,Q1.4,Q1.4_5_TEXT,Q1.5,Q1.6,Q1.7,Q1.8,Q2.1,Q2.2,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.1,Q5.2,Q5.3
20/04/2023 22:05,20/04/2023 22:09,0,187.190.21.77,100,239,1,20/04/2023 22:09,R_3NzbPGeb73Wp0VB,,,,,19.6132,-99.0545,anonymous,ES,2,4,1,1,,2,4,1,3,3,1,3,2,4,1,2,4,4,1,1,2,1,4,1,"1,5",1,3
20/04/2023 22:14,20/04/2023 22:17,0,189.203.145.63,100,206,1,20/04/2023 22:17,R_1jwFt25kGjrMRDK,,,,,19.4326,-99.1332,anonymous,ES,2,1,1,1,,5,5,2,2,4,6,1,2,1,1,"2,5",2,4,1,1,2,1,4,1,"1,3,4,5,6",4,"3,10"
20/04/2023 22:14,20/04/2023 22:28,0,187.189.93.62,100,831,1,20/04/2023 22:28,R_3qU0QE7iIK9FMdZ,,,,,19.4941,-99.1088,anonymous,ES,2,4,1,1,,3,5,2,2,4,"1,2",3,2,2,"1,2,3,5,7",3,5,"3,4",3,"1,2",2,"1,3,6",4,1,"1,5",4,1
20/04/2023 22:49,20/04/2023 23:03,0,187.169.226.38,100,866,1,20/04/2023 23:03,R_1Cy9pUmh4tVJ94s,,,,,19.4036,-99.0971,anonymous,ES,2,9,2,1,,3,4,2,3,4,6,3,2,4,"1,5,6,7",5,1,3,2,1,"4,6",1,3,3,"1,5,7",5,1
20/04/2023 22:59,20/04/2023 23:10,0,187.168.225.134,100,651,1,20/04/2023 23:10,R_2uD7Oza61vh5v1R,,,,,19.2751,-99.1931,anonymous,ES,3,3,2,1,,1,4,2,4,3,1,1,2,4,"1,3,5","1,2,3",5,"1,4",1,1,"2,6",1,4,1,"1,5",2,"1,5,8"
21/04/2023 04:45,21/04/2023 04:51,0,187.230.172.252,100,329,1,21/04/2023 04:51,R_1KiNy05LzrqO3fK,,,,,19.4741,-99.2833,anonymous,ES,1,4,1,1,,5,5,1,3,3,"2,4",3,2,1,"1,2,6","2,3","1,4,5",3,"1,5","1,2,4",2,1,1,2,"1,2,4,5,6,8","1,2","1,10"
21/04/2023 04:59,21/04/2023 05:09,0,201.110.213.99,100,627,1,21/04/2023 05:09,R_1KqF49s8sjvxQeV,,,,,19.4806,-99.2414,anonymous,ES,2,2,2,1,,1,4,2,3,3,2,3,2,4,"1,6",2,4,"2,3,4",3,1,2,4,3,1,"1,5",2,1
21/04/2023 06:19,21/04/2023 06:39,0,200.68.128.9,100,1203,1,21/04/2023 06:39,R_3r06IVbRv5EfDQW,,,,,19.4363,-99.1114,anonymous,ES,2,4,1,1,,3,5,2,2,3,5,1,3,2,"1,2,7",5,2,"2,3,4",1,1,"2,4,6",1,3,1,"1,5,8",3,2
21/04/2023 06:50,21/04/2023 06:55,0,189.216.168.236,100,295,1,21/04/2023 06:55,R_2c2ivmuJCEVpGxR,,,,,19.4326,-99.1332,anonymous,ES,2,4,2,1,,2,5,1,3,4,"4,5",3,2,1,1,5,"2,4","1,4",1,"1,2","2,6","1,6",4,1,"1,4,5,6",4,10
21/04/2023 08:18,21/04/2023 08:25,0,200.68.187.76,100,472,1,21/04/2023 08:25,R_2ruROaFYPKQes8V,,,,,19.4326,-99.1332,anonymous,ES,2,4,2,1,,1,5,1,3,3,"2,3,4,6",3,2,"1,3","1,2,5,6","2,3","2,4","3,4",1,"1,2","1,2,5","1,3,6",1,1,"2,4,5,6,7,9",4,"1,9,10"
21/04/2023 08:43,21/04/2023 08:49,0,201.137.60.139,100,366,1,21/04/2023 08:49,R_2CyaPwm401LgTYw,,,,,19.4326,-99.1332,anonymous,ES,2,4,1,1,,1,5,2,3,1,"2,4",1,2,2,"1,2,7",3,4,"1,4","1,2","1,2","2,4,6","1,6",4,1,"5,6,7",4,"1,6"
21/04/2023 08:52,21/04/2023 08:58,0,131.178.54.41,100,366,1,21/04/2023 08:58,R_2cpaze4YzRrvcSr,,,,,25.6546,-100.2967,anonymous,ES,1,4,1,3,,1,5,2,2,3,2,1,3,1,2,3,5,"1,4",3,1,"2,4","1,3",3,1,"1,5,6,8","2,3","1,4,7,9"
21/04/2023 08:52,21/04/2023 08:58,0,131.178.102.100,100,323,1,21/04/2023 08:58,R_2s7nDkIRI6D6wN3,,,,,25.6546,-100.2967,anonymous,ES,2,4,2,3,,3,5,1,2,3,2,2,2,"1,3","1,2,5",5,5,3,1,1,2,1,1,1,"1,2,3,5,6,7",3,"5,6"
21/04/2023 08:55,21/04/2023 18:38,0,189.147.55.171,100,34984,1,21/04/2023 18:38,R_vocj1AQd0OKjabD,,,,,19.4326,-99.1332,anonymous,ES,1,4,2,1,,4,5,2,3,3,2,3,2,"1,2","2,3,5",5,4,"1,3",1,1,"2,6",1,4,1,"5,6,7,8",4,1
21/04/2023 08:58,21/04/2023 09:03,0,189.220.43.48,100,288,1,21/04/2023 09:03,R_8A1waloxAfdXlLP,,,,,20.975,-89.6128,anonymous,ES,2,4,1,3,,4,5,2,2,1,2,1,2,4,1,3,4,3,1,1,2,1,2,2,4,4,3
21/04/2023 09:00,21/04/2023 09:09,0,200.68.141.12,100,541,1,21/04/2023 09:09,R_1BR7twXHQqGILoi,,,,,25.6554,-100.3258,anonymous,ES,2,4,2,3,,2,5,1,2,3,2,3,2,"2,4","1,2,5,6","2,3",4,3,1,1,"2,4",1,2,1,"1,8",4,3
21/04/2023 09:02,21/04/2023 09:07,0,189.152.77.84,100,294,1,21/04/2023 09:07,R_2yf4asBvkUHAYNf,,,,,25.6802,-100.3065,anonymous,ES,2,4,1,3,,3,5,1,4,1,1,2,2,1,"1,2,7","2,3","1,4,5","1,3","1,5","1,2,3","2,4,5","1,3,5,6",4,1,"3,5,6,8",4,"1,6,8"
21/04/2023 09:07,21/04/2023 09:13,0,187.190.23.136,100,362,1,21/04/2023 09:13,R_1qgrxxT1rnrNE2w,,,,,25.6677,-100.2514,anonymous,ES,2,4,1,3,,2,5,1,2,3,2,3,3,2,"1,2,3,4,5",3,"1,5",3,1,1,"2,4,5",1,4,1,1,"4,5",8
21/04/2023 09:16,21/04/2023 09:20,0,131.178.54.42,100,251,1,21/04/2023 09:20,R_3QFNwkDa2KO7PGA,,,,,25.6546,-100.2967,anonymous,ES,2,4,2,3,,1,5,1,1,1,2,3,3,4,"1,2,5",1,4,4,1,1,2,1,4,1,5,4,3
21/04/2023 09:18,21/04/2023 12:06,0,201.141.120.212,100,10108,1,21/04/2023 12:06,R_xnqR7IK1GVJ7LlT,,,,,19.4326,-99.1332,anonymous,ES,2,4,1,1,,4,5,1,2,1,6,2,2,4,1,1,4,3,1,1,2,1,4,1,10,2,1
21/04/2023 10:40,21/04/2023 12:38,0,187.168.218.41,100,7031,1,21/04/2023 12:38,R_AKYt4ci124MYoz7,,,,,19.2928,-99.1612,anonymous,ES,3,2,2,1,,3,4,2,3,4,"2,7",3,2,"1,3,4","1,2,5,6,7",5,"1,4","1,4",3,1,"2,4,6","1,6",4,1,"1,5,7,8",4,"3,4,10"
21/04/2023 11:03,21/04/2023 11:26,0,200.68.170.51,100,1350,1,21/04/2023 11:26,R_1pDMp5SOn7U1C8l,,,,,19.0286,-98.2042,anonymous,ES,2,2,4,4,,1,4,2,4,1,2,1,2,2,1,5,4,1,1,1,2,1,3,1,"1,5,6",1,1
21/04/2023 11:15,21/04/2023 11:21,0,200.68.169.59,100,353,1,21/04/2023 11:21,R_1jjlYTx7Xgt9W63,,,,,19.0436,-98.1981,anonymous,ES,2,2,2,4,,4,4,2,4,4,1,1,3,2,"1,2,5,7",5,3,3,1,2,2,"1,6",2,2,"1,5,6",4,4
21/04/2023 11:23,21/04/2023 11:27,0,201.141.105.207,100,239,1,21/04/2023 11:27,R_2TtVTtlItAA85mE,,,,,19.4806,-99.2414,anonymous,ES,1,4,1,1,,3,5,2,2,4,2,3,2,1,2,2,4,1,1,1,2,1,5,2,"1,2,3,5,6,7,8,9",5,6
21/04/2023 11:23,21/04/2023 11:34,0,189.204.183.133,100,686,1,21/04/2023 11:34,R_2QnP7bTyJwOGvgT,,,,,19.2485,-99.0946,anonymous,ES,3,4,3,1,,1,2,2,4,1,4,1,1,4,3,1,2,1,1,1,2,1,2,1,1,4,"1,4"
21/04/2023 11:29,21/04/2023 11:37,0,201.148.78.77,100,468,1,21/04/2023 11:37,R_3Htu2mgo8van5WV,,,,,19.0436,-98.1981,anonymous,ES,2,3,2,4,,3,4,1,5,4,4,3,2,3,3,1,4,1,1,1,2,6,2,1,1,1,4
21/04/2023 11:41,21/04/2023 11:46,0,90.231.17.240,100,314,1,21/04/2023 11:46,R_21v6dIeI83iZeBN,,,,,57.7065,11.967,anonymous,ES,2,4,2,1,,1,5,1,3,1,"2,4",3,2,"1,2,3","1,2,3,7",5,2,"1,4",1,1,"2,4,6",1,3,1,"1,4,5",4,10
21/04/2023 11:48,21/04/2023 11:55,0,200.68.143.188,100,398,1,21/04/2023 11:55,R_2EFyhBu3dZnk92z,,,,,19.0436,-98.1981,anonymous,ES,2,4,1,4,,4,4,1,4,4,2,2,2,1,1,1,2,3,1,1,2,1,2,1,"1,6",4,7
21/04/2023 12:08,21/04/2023 12:13,0,200.68.180.18,100,300,1,21/04/2023 12:13,R_3qgJqSc5JNF8sJr,,,,,29.0381,-110.9477,anonymous,ES,3,3,3,1,,2,3,1,4,1,3,3,2,"1,4",2,5,4,4,1,2,4,1,5,1,"1,5",4,3
21/04/2023 12:12,21/04/2023 12:17,0,189.232.60.143,100,290,1,21/04/2023 12:17,R_3PtoLLJ3kNytrn4,,,,,19.4883,-99.2406,anonymous,ES,2,6,1,1,,4,4,1,2,1,2,2,2,2,1,5,4,1,3,1,2,1,3,1,"1,5,8",1,"2,8"
21/04/2023 12:33,21/04/2023 12:38,0,200.68.148.147,100,284,1,21/04/2023 12:38,R_SJIHSVMMI7qBqmJ,,,,,32.4041,-116.8198,anonymous,ES,2,4,1,5,,5,4,1,3,1,3,1,2,4,7,2,2,4,2,1,"2,4",1,3,2,10,4,6
21/04/2023 13:06,21/04/2023 13:13,0,187.130.117.1,100,421,1,21/04/2023 13:13,R_26i2wHOSfraJYc9,,,,,19.0436,-98.1981,anonymous,ES,2,1,9,4,,1,3,1,1,3,2,1,3,4,"2,7",3,5,3,3,2,4,1,3,1,"1,5,6,8",4,"1,6"
21/04/2023 13:14,21/04/2023 13:22,0,189.149.19.126,100,491,1,21/04/2023 13:22,R_vdVty4ilBEqK85X,,,,,19.2005,-99.0249,anonymous,ES,3,4,2,1,,1,4,1,3,3,3,3,1,4,1,1,1,3,1,5,6,1,5,1,1,4,9
21/04/2023 13:51,21/04/2023 13:58,0,200.68.129.164,100,431,1,21/04/2023 13:58,R_tVYPU1yAJGb4MWB,,,,,19.4326,-99.1332,anonymous,ES,3,4,2,1,,5,5,2,3,1,2,3,2,4,1,5,2,3,1,1,2,1,2,1,6,4,2
21/04/2023 14:08,21/04/2023 14:14,0,138.186.28.200,100,353,1,21/04/2023 14:14,R_2cbCVVk0YpxaJ5F,,,,,19.4326,-99.1332,anonymous,ES,3,4,1,4,,3,4,2,4,3,2,1,2,"1,3","1,2,5,7","2,3",4,1,1,"1,2","2,4,6","1,3",3,1,"1,3,5,6,7",4,1
21/04/2023 14:50,21/04/2023 14:57,0,140.148.108.130,100,445,1,21/04/2023 14:57,R_2xShPy1wSUIaCFc,,,,,19.0544,-98.3008,anonymous,ES,2,1,2,4,,2,4,2,1,1,7,4,3,"1,2","1,2,5","1,2",2,"1,2",3,1,"1,2,4,6",1,4,1,5,"2,3",9
21/04/2023 15:59,21/04/2023 16:04,0,187.251.245.41,100,316,1,21/04/2023 16:04,R_22FEgvvGuJjPgeQ,,,,,19.4326,-99.1332,anonymous,ES,3,4,1,1,,1,5,1,4,4,3,3,3,1,"1,2,3,5,6","3,4",2,1,1,"1,2","2,5","1,3,6",4,1,5,4,9
21/04/2023 16:12,21/04/2023 16:19,0,201.141.110.183,100,446,1,21/04/2023 16:19,R_3L7OQajlEIoqVEB,,,,,19.4326,-99.1332,anonymous,ES,3,5,2,1,,1,3,2,4,2,6,4,1,4,"1,2",1,4,"1,3",3,1,2,"1,6",5,1,"1,5",3,9
21/04/2023 17:09,21/04/2023 17:23,0,200.68.148.115,100,811,1,21/04/2023 17:23,R_OduHUBTMNhQjaHD,,,,,32.4728,-117.044,anonymous,ES,1,4,1,1,,2,5,1,2,3,1,1,2,1,1,2,5,3,3,1,2,1,2,1,5,1,3
21/04/2023 17:28,21/04/2023 17:37,0,200.68.159.152,100,536,1,21/04/2023 17:37,R_Q0SH9UciRyg1jpL,,,,,19.4326,-99.1332,anonymous,ES,3,4,5,1,,1,4,1,2,3,2,1,3,2,1,2,2,3,1,1,2,1,5,1,"1,3",3,4
21/04/2023 17:47,21/04/2023 17:58,0,200.68.173.32,100,654,1,21/04/2023 17:58,R_WlIVQHrC9BtEbpn,,,,,19.4326,-99.1332,anonymous,ES,2,4,2,1,,1,4,1,4,1,1,1,1,4,1,2,4,4,1,1,2,1,4,1,1,3,9
21/04/2023 17:59,21/04/2023 18:05,0,201.141.117.247,100,362,1,21/04/2023 18:05,R_2cAdKKXkAK8kSkJ,,,,,19.4326,-99.1332,anonymous,ES,2,5,2,1,,3,4,1,3,3,6,3,2,1,2,2,4,3,1,4,2,1,3,1,"1,6,8",4,3
21/04/2023 18:09,21/04/2023 18:14,0,200.68.183.23,100,298,1,21/04/2023 18:14,R_2V9oQR17dBN81rk,,,,,19.4326,-99.1332,anonymous,ES,1,4,1,1,,1,5,2,2,1,2,3,2,2,1,5,4,4,1,1,2,1,4,1,"1,5",4,"1,9"
21/04/2023 18:09,21/04/2023 22:48,0,187.189.146.199,100,16760,1,21/04/2023 22:48,R_3lA01S1nGH0nDVv,,,,,19.4326,-99.1332,anonymous,ES,2,4,1,1,,1,5,2,2,4,"1,2,3",3,2,2,"1,3","1,2,3","2,4","2,4",3,1,2,1,4,1,5,3,"1,9"
21/04/2023 18:11,21/04/2023 18:57,0,142.112.253.142,100,2763,1,21/04/2023 18:57,R_3GE9ttOyevVUZoZ,,,,,43.5142,-79.8845,anonymous,ES,2,4,1,1,,3,4,1,4,4,"1,6,7",3,2,"1,4",1,2,"2,4","1,4",1,"1,2","1,2,6",1,3,1,"1,2,3,4,6,7,9",4,"3,6"
21/04/2023 18:42,21/04/2023 18:48,0,192.141.246.158,100,385,1,21/04/2023 18:48,R_3nwNAQ8MkDhqpsn,,,,,19.4342,-99.0559,anonymous,ES,3,4,5,1,,1,3,1,3,1,3,1,3,4,"1,2",1,5,4,3,1,2,1,4,1,10,3,9
21/04/2023 20:08,21/04/2023 20:23,0,200.68.183.24,100,917,1,21/04/2023 20:23,R_1PYsPVQEqTniMCu,,,,,19.4326,-99.1332,anonymous,ES,4,1,1,1,,3,5,2,2,4,3,3,2,1,2,2,4,"3,4",2,1,"2,4",1,5,1,"1,4,5,7,9",4,"3,10"
21/04/2023 20:19,21/04/2023 20:23,0,200.68.173.82,100,217,1,21/04/2023 20:23,R_2aldsBr7HEUZDs4,,,,,19.4326,-99.1332,anonymous,ES,2,4,2,1,,2,5,2,2,1,2,4,3,1,2,5,2,3,"1,3",1,4,4,4,1,5,4,9
21/04/2023 22:20,21/04/2023 22:30,0,201.110.119.34,100,596,1,21/04/2023 22:30,R_vvFTb3hsSag6KQx,,,,,19.4755,-99.2289,anonymous,ES,2,3,2,1,,2,4,2,5,1,2,1,2,3,1,4,4,3,1,1,2,1,4,1,"1,3",3,6
21/04/2023 22:43,22/04/2023 14:21,0,187.189.93.21,100,56254,1,22/04/2023 14:21,R_3PYLLqouOdkJpB4,,,,,19.4941,-99.1088,anonymous,ES,3,2,2,1,,1,5,2,3,1,2,3,2,"1,4","1,2,7",3,2,1,3,4,2,1,4,1,5,3,2
22/04/2023 09:24,22/04/2023 09:29,0,189.217.192.40,100,296,1,22/04/2023 09:29,R_OJViqV7LLuzhCIp,,,,,19.3028,-99.1505,anonymous,ES,2,9,4,1,,1,4,3,3,1,7,1,3,1,2,2,4,3,3,1,2,1,2,1,1,4,1
22/04/2023 15:45,22/04/2023 15:54,0,187.190.190.130,100,541,1,22/04/2023 15:54,R_3fJHmwRlmRCzNEb,,,,,19.4326,-99.1332,anonymous,ES,3,1,2,1,,2,3,1,1,3,"1,2",4,2,"1,4","1,2,5",5,"1,4,5","1,3,4",3,1,"2,4",1,4,1,5,4,"1,9"
22/04/2023 17:41,22/04/2023 17:44,0,201.175.228.250,100,160,1,22/04/2023 17:44,R_2sQQgRRLkLWDJjY,,,,,19.5732,-99.0445,anonymous,ES,3,4,2,1,,1,3,2,3,3,4,3,3,2,4,5,2,3,3,3,4,2,2,1,10,4,3
22/04/2023 18:16,22/04/2023 18:21,0,201.175.202.148,100,328,1,22/04/2023 18:21,R_2V3GJt6FzL9LCzx,,,,,19.2018,-96.1295,anonymous,ES,2,5,2,5,,2,5,2,3,3,3,3,2,2,"1,7",2,"2,4",1,1,2,"2,4","1,3",2,2,"4,5,6,8",4,10
22/04/2023 21:02,22/04/2023 21:12,0,189.230.110.96,100,607,1,22/04/2023 21:12,R_33dPUtilGmkExBi,,,,,17.8378,-93.3834,anonymous,ES,2,2,5,5,Villahermosa ,1,3,2,4,4,2,3,2,1,"1,2,3,5,6",5,1,4,1,1,2,1,5,1,"3,5,6,7,8",3,9
22/04/2023 21:55,22/04/2023 22:02,0,189.230.109.164,100,452,1,22/04/2023 22:02,R_ac1v6i2WlpUWaHv,,,,,17.8378,-93.3834,anonymous,ES,2,4,2,5,,3,5,2,4,4,4,3,2,"1,4","1,5,7",2,4,1,1,1,2,1,3,1,"5,6,7",3,"5,7,9"
23/04/2023 10:53,23/04/2023 11:02,0,187.235.77.154,100,559,1,23/04/2023 11:02,R_3LXepqkfHXJk5aa,,,,,19.2663,-99.5828,anonymous,ES,2,3,2,5,Toluca,5,4,2,5,1,6,1,3,1,"1,5,7","2,3",5,3,"1,5",1,"1,2,4,5","1,3,6",2,1,"1,5,7,8",3,"1,2,6,7,8,10"
23/04/2023 11:17,23/04/2023 11:28,0,140.148.108.110,100,656,1,23/04/2023 11:28,R_1jHf5eBleRDiJW6,,,,,19.0544,-98.3008,anonymous,ES,2,1,3,4,,4,3,2,1,1,"2,6",3,2,"2,4","1,2,5",2,4,"3,4",3,1,"2,4,6",1,3,1,"1,5",4,1
23/04/2023 11:18,23/04/2023 11:25,0,187.130.117.1,100,411,1,23/04/2023 11:25,R_3flMqm2RosBxs6R,,,,,19.0436,-98.1981,anonymous,ES,2,1,2,4,,3,4,2,1,3,6,4,2,4,1,2,2,4,1,1,2,"1,6",3,1,"1,5,7",4,1
23/04/2023 21:10,23/04/2023 21:24,0,189.230.26.187,100,879,1,23/04/2023 21:24,R_2AYzHOolnxj2j5z,,,,,17.8378,-93.3834,anonymous,ES,4,9,2,5,"Villahermosa, Tabasco",1,4,1,1,1,2,4,1,2,"1,2,5",5,4,"1,3",5,1,"2,4",1,3,1,"3,6",4,4
24/04/2023 07:42,24/04/2023 07:46,0,189.164.68.138,100,270,1,24/04/2023 07:46,R_RE9KfLBeTT9BJXX,,,,,19.0348,-98.2172,anonymous,ES,2,5,2,4,,2,5,2,5,3,4,3,2,1,"1,2,7",2,4,1,1,1,"2,4,5,6","1,2",3,1,"1,5,6,8",3,"9,10"
24/04/2023 09:42,24/04/2023 09:51,0,189.236.65.144,100,575,1,24/04/2023 09:51,R_vfdHwJutQawuyQh,,,,,19.4326,-99.1332,anonymous,ES,1,9,2,1,,4,4,2,3,1,2,1,2,1,"1,2,3,5",2,4,"1,3",1,"1,2","2,4,5,6","1,5",2,2,"1,2,5,6,8",4,"1,4"
24/04/2023 10:18,24/04/2023 10:22,0,189.132.138.165,100,230,1,24/04/2023 10:22,R_2PA2z3BOTyuBHHH,,,,,19.4066,-99.2846,anonymous,ES,2,4,1,1,,1,4,1,3,3,6,3,2,"1,3",1,2,4,"3,4",3,1,"1,2,4,6","1,3",3,2,1,4,1
24/04/2023 11:31,24/04/2023 11:43,0,104.28.123.24,100,717,1,24/04/2023 11:43,R_2dXRNMdLAN9AWfU,,,,,32.509,-116.8726,anonymous,ES,2,6,1,5,"Tijuana, Baja California ",5,4,2,3,4,"2,6",3,2,1,"1,2,3,4",5,4,3,1,1,"4,6",4,4,1,"1,3,4,5,6,7,8",4,3
24/04/2023 11:45,24/04/2023 11:49,0,187.188.79.179,100,271,1,24/04/2023 11:49,R_9vLXAfvOuib0SrL,,,,,29.0593,-110.8172,anonymous,ES,2,5,4,5,Ciudad Obregón ,1,4,2,3,1,3,1,2,2,"1,2",2,2,1,1,3,2,"1,2",1,1,4,4,1
24/04/2023 11:50,24/04/2023 11:56,0,177.240.57.126,100,375,1,24/04/2023 11:56,R_1IjjZ2AUaoMdqzA,,,,,29.0593,-110.8172,anonymous,ES,2,2,2,5,,1,4,2,3,3,2,3,2,1,"1,2,4",3,5,1,3,1,2,1,4,1,6,4,9
24/04/2023 12:56,24/04/2023 13:29,0,75.237.77.162,100,1972,1,24/04/2023 13:29,R_1GHRxycGZS4EXit,,,,,33.3874,-112.0998,anonymous,ES,2,4,2,2,,2,3,2,4,1,3,1,3,1,1,2,2,1,1,1,2,1,3,1,1,3,1
24/04/2023 14:46,24/04/2023 14:56,0,201.175.219.128,100,582,1,24/04/2023 14:56,R_RUlGVQmvv9DfaSJ,,,,,20.975,-89.6128,anonymous,ES,3,9,2,5,Villahermosa,1,5,1,4,3,3,2,2,1,1,5,4,1,2,2,2,1,2,1,"4,5,6,8",4,10
24/04/2023 17:17,24/04/2023 20:50,0,187.190.167.172,100,12802,1,24/04/2023 20:50,R_22ukI6OtWxJEu5p,,,,,19.4326,-99.1332,anonymous,ES,2,3,2,1,,3,5,2,5,4,4,3,2,1,"1,2",2,2,3,1,"1,2",2,1,4,2,"1,5,6,7",1,5
24/04/2023 17:33,24/04/2023 17:37,0,189.203.45.219,100,219,1,24/04/2023 17:37,R_6X7FMXkFtPaL57P,,,,,19.4326,-99.1332,anonymous,ES,3,1,2,1,,2,4,1,1,3,2,4,2,2,"1,2,5",2,2,3,1,1,"2,4,6",1,4,1,1,4,9
24/04/2023 19:04,24/04/2023 19:08,0,187.212.110.156,100,266,1,24/04/2023 19:08,R_PASmbvCRpK5mZwJ,,,,,17.8378,-93.3834,anonymous,ES,2,1,2,5,Tabasco,2,4,2,1,4,2,4,2,4,"1,2,5,6,7","1,2,3",4,"2,3,4",1,"1,2",2,"1,3,5",4,1,"1,3,5,8,9",3,"3,7"
24/04/2023 21:22,24/04/2023 21:33,0,201.119.58.248,100,628,1,24/04/2023 21:33,R_11YgTWOtq9zmqe3,,,,,19.3573,-99.0925,anonymous,ES,3,4,1,1,,1,5,2,4,3,"2,3,6",1,2,4,"1,5,7","1,2",4,"2,4","1,3",1,"2,4",1,4,1,"1,5",4,9
24/04/2023 21:59,24/04/2023 22:08,0,201.119.70.219,100,485,1,24/04/2023 22:08,R_AdNYD8Z0yiGq15T,,,,,19.3458,-99.088,anonymous,ES,2,4,2,1,,1,5,2,5,1,"2,6",1,3,1,"1,2,5,6",2,2,"1,2,4",3,1,"2,4,6",1,4,1,"1,5,6",3,5
24/04/2023 22:00,24/04/2023 22:15,0,201.141.126.21,100,951,1,24/04/2023 22:15,R_e5P7MfszA8A84kp,,,,,19.4326,-99.1332,anonymous,ES,4,3,2,1,,2,3,2,5,1,2,1,2,1,7,5,4,3,3,1,2,1,5,1,"1,5,6",3,"1,9"
24/04/2023 22:01,24/04/2023 22:11,0,201.141.112.194,100,596,1,24/04/2023 22:11,R_6RpwcyulsI9VNkt,,,,,19.4326,-99.1332,anonymous,ES,3,3,1,1,,1,5,1,5,4,7,2,3,4,3,5,5,2,3,1,2,1,4,1,1,3,3
24/04/2023 22:05,24/04/2023 22:14,0,98.197.78.233,100,532,1,24/04/2023 22:14,R_bIsVxh0H2RdrzYl,,,,,29.8331,-95.7498,anonymous,ES,2,5,2,1,,3,4,2,4,1,2,3,2,"1,4","1,2,3,4,5,6,7","1,4",4,1,3,"1,2","1,2,4,5,6",1,3,2,"1,4,5,6,7,8,9",4,1
24/04/2023 23:47,24/04/2023 23:51,0,189.147.85.170,100,273,1,24/04/2023 23:51,R_1mVtzC4uylVqHqz,,,,,19.3406,-99.1521,anonymous,ES,2,1,2,1,,3,3,1,1,3,2,4,2,1,1,1,4,4,3,2,2,1,3,1,"2,8",4,4
25/04/2023 01:31,25/04/2023 01:37,0,187.190.186.42,100,316,1,25/04/2023 01:37,R_265c3TI9fAhbsGQ,,,,,19.4326,-99.1332,anonymous,ES,2,1,2,1,,5,4,2,1,4,6,4,2,"1,3","1,2,5",5,4,4,"2,3",1,"2,4",1,3,1,"1,3,5,6,7,8",4,"1,10"
25/04/2023 06:50,25/04/2023 06:54,0,192.141.246.144,100,264,1,25/04/2023 06:54,R_2QEWi9O9Mnu0b7b,,,,,19.4342,-99.0559,anonymous,ES,2,5,2,5,,1,5,2,5,3,1,1,2,2,"1,2,5,6",3,1,1,3,1,"2,5","1,5",4,1,8,3,"6,7,8,9"
